S.No,Year,Month,State,Occupation,Item,Men,Women
3347,2025-2026,May,"All India",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",456.10,373.46
3348,2025-2026,May,"All India",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",505.17,420.62
3349,2024-2025,May,"All India",Agriculture,"Ploughing/Tilling workers",461.05,323.32
3350,2024-2025,May,"All India",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",424.20,352.02
3351,2024-2025,May,"All India",Agriculture,"Harvesting/Winnowing/Threshing workers
",425.15,353.73
3352,2024-2025,May,"All India",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",388.84,340.96
3353,2024-2025,May,"All India",Agriculture,"Horticulture workers (including nursery growers)
",427.75,327.98
3354,2024-2025,May,"All India",Agriculture,"Fishermen-inland
",479.03,@
3355,2024-2025,May,"All India",Agriculture,"Fishermen-coastal/deep-sea
",458.00,@
3356,2024-2025,May,"All India",Agriculture,"Loggers and wood cutters
",506.46,312.58
3357,2024-2025,May,"All India",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",336.13,268.13
3358,2024-2025,May,"All India",Agriculture,"Packaging labourers, agriculture
",391.34,329.26
3359,2024-2025,May,"All India",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",415.57,331.35
3360,2024-2025,May,"All India",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",464.70,309.74
3361,2024-2025,Jun,"ANDHRA PRADESH",Agriculture,"Ploughing/Tilling workers",656.13,@
3362,2024-2025,Jun,"ANDHRA PRADESH",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",540.66,416.87
3363,2024-2025,Jun,"ANDHRA PRADESH",Agriculture,"Harvesting/Winnowing/Threshing workers
",578.04,425.75
3364,2024-2025,Jun,"ANDHRA PRADESH",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",477.01,398.88
3365,2024-2025,Jun,"ANDHRA PRADESH",Agriculture,"Horticulture workers (including nursery growers)
",@,326.00
3366,2024-2025,Jun,"ANDHRA PRADESH",Agriculture,"Fishermen-inland
",@,@
3367,2024-2025,Jun,"ANDHRA PRADESH",Agriculture,"Fishermen-coastal/deep-sea
",-,-
3368,2024-2025,Jun,"ANDHRA PRADESH",Agriculture,"Loggers and wood cutters
",520.35,-
3369,2024-2025,Jun,"ANDHRA PRADESH",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",348.46,@
3370,2024-2025,Jun,"ANDHRA PRADESH",Agriculture,"Packaging labourers, agriculture
",@,@
3371,2024-2025,Jun,"ANDHRA PRADESH",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",474.10,343.24
3372,2024-2025,Jun,"ANDHRA PRADESH",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",719.98,@
3373,2025-2026,Jun,"ANDHRA PRADESH",Agriculture,"Ploughing/Tilling workers",700.27,@
3374,2025-2026,Jun,"ANDHRA PRADESH",Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",613.3099999999999,445.95
3375,2025-2026,Jun,"ANDHRA PRADESH",Agriculture,"Harvesting/Winnowing/Threshing workers
",630.84,412.95
3376,2025-2026,Jun,"ANDHRA PRADESH",Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",460.39,406.53
3377,2025-2026,Jun,"ANDHRA PRADESH",Agriculture,"Horticulture workers (including nursery growers)
",583.36,444.95
3378,2025-2026,Jun,"ANDHRA PRADESH",Agriculture,"Fishermen-inland
",@,-
3379,2025-2026,Jun,"ANDHRA PRADESH",Agriculture,"Fishermen-coastal/deep-sea
",-,-
3380,2025-2026,Jun,"ANDHRA PRADESH",Agriculture,"Loggers and wood cutters
",631.14,-
3381,2025-2026,Jun,"ANDHRA PRADESH",Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",@,@
3382,2025-2026,Jun,"ANDHRA PRADESH",Agriculture,"Packaging labourers, agriculture
",@,@
3383,2025-2026,Jun,"ANDHRA PRADESH",Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",601.84,442.12
3384,2025-2026,Jun,"ANDHRA PRADESH",Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",906.8,-
3385,2025-2026,Jun,ASSAM,Agriculture,"Ploughing/Tilling workers",514.59,@
3386,2025-2026,Jun,ASSAM,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",418.99,386.56
3387,2025-2026,Jun,ASSAM,Agriculture,"Harvesting/Winnowing/Threshing workers
",471.97,387.48
3388,2025-2026,Jun,ASSAM,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,@
3389,2025-2026,Jun,ASSAM,Agriculture,"Horticulture workers (including nursery growers)
",444.43,340
3390,2025-2026,Jun,ASSAM,Agriculture,"Fishermen-inland
",527.62,-
3391,2025-2026,Jun,ASSAM,Agriculture,"Fishermen-coastal/deep-sea
",-,-
3392,2025-2026,Jun,ASSAM,Agriculture,"Loggers and wood cutters
",472.62,-
3393,2025-2026,Jun,ASSAM,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",448.33,473
3394,2025-2026,Jun,ASSAM,Agriculture,"Packaging labourers, agriculture
",@,@
3395,2025-2026,Jun,ASSAM,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",408.98,368.13
3396,2025-2026,Jun,ASSAM,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",437.29,@
3397,2024-2025,Jun,ASSAM,Agriculture,"Ploughing/Tilling workers",460.74,@
3398,2024-2025,Jun,ASSAM,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",433.14,353.52
3399,2024-2025,Jun,ASSAM,Agriculture,"Harvesting/Winnowing/Threshing workers
",414.26,335.56
3400,2024-2025,Jun,ASSAM,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,@
3401,2024-2025,Jun,ASSAM,Agriculture,"Horticulture workers (including nursery growers)
",-,342.22
3402,2024-2025,Jun,ASSAM,Agriculture,"Fishermen-inland
",-,-
3403,2024-2025,Jun,ASSAM,Agriculture,"Fishermen-coastal/deep-sea
",-,-
3404,2024-2025,Jun,ASSAM,Agriculture,"Loggers and wood cutters
",398.00,-
3405,2024-2025,Jun,ASSAM,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",310.00,-
3406,2024-2025,Jun,ASSAM,Agriculture,"Packaging labourers, agriculture
",414.00,@
3407,2024-2025,Jun,ASSAM,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",408.42,378.67
3408,2024-2025,Jun,ASSAM,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",@,@
3409,2024-2025,Jun,BIHAR,Agriculture,"Ploughing/Tilling workers",434.25,-
3410,2024-2025,Jun,BIHAR,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",404.81,348.91
3411,2024-2025,Jun,BIHAR,Agriculture,"Harvesting/Winnowing/Threshing workers
",401.19,355.46
3412,2024-2025,Jun,BIHAR,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",376.90,@
3413,2024-2025,Jun,BIHAR,Agriculture,"Horticulture workers (including nursery growers)
",322.17,294.52
3414,2024-2025,Jun,BIHAR,Agriculture,"Fishermen-inland
",393.33,-
3415,2024-2025,Jun,BIHAR,Agriculture,"Fishermen-coastal/deep-sea
",-,-
3416,2024-2025,Jun,BIHAR,Agriculture,"Loggers and wood cutters
",506.26,-
3417,2024-2025,Jun,BIHAR,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",325.95,328.33
3418,2024-2025,Jun,BIHAR,Agriculture,"Packaging labourers, agriculture
",360.38,341.67
3419,2024-2025,Jun,BIHAR,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",382.35,336.17
3420,2024-2025,Jun,BIHAR,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",405.36,@
3421,2025-2026,Jun,BIHAR,Agriculture,"Ploughing/Tilling workers",449.64,330
3422,2025-2026,Jun,BIHAR,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",399.82,341.75
3423,2025-2026,Jun,BIHAR,Agriculture,"Harvesting/Winnowing/Threshing workers
",397.49,342.14
3424,2025-2026,Jun,BIHAR,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",@,@
3425,2025-2026,Jun,BIHAR,Agriculture,"Horticulture workers (including nursery growers)
",344.44,291.67
3426,2025-2026,Jun,BIHAR,Agriculture,"Fishermen-inland
",450,-
3427,2025-2026,Jun,BIHAR,Agriculture,"Fishermen-coastal/deep-sea
",-,-
3428,2025-2026,Jun,BIHAR,Agriculture,"Loggers and wood cutters
",527.52,-
3429,2025-2026,Jun,BIHAR,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",378.4,@
3430,2025-2026,Jun,BIHAR,Agriculture,"Packaging labourers, agriculture
",350,295.83
3431,2025-2026,Jun,BIHAR,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",384.47,300
3432,2025-2026,Jun,BIHAR,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",389.57,282.14
3433,2025-2026,Jun,GUJARAT,Agriculture,"Ploughing/Tilling workers",411.49,390.83
3434,2025-2026,Jun,GUJARAT,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",346.13,338.15
3435,2025-2026,Jun,GUJARAT,Agriculture,"Harvesting/Winnowing/Threshing workers
",348.61,337.65
3436,2025-2026,Jun,GUJARAT,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",348.1,335.52
3437,2025-2026,Jun,GUJARAT,Agriculture,"Horticulture workers (including nursery growers)
",294.29,292
3438,2025-2026,Jun,GUJARAT,Agriculture,"Fishermen-inland
",@,@
3439,2025-2026,Jun,GUJARAT,Agriculture,"Fishermen-coastal/deep-sea
",-,-
3440,2025-2026,Jun,GUJARAT,Agriculture,"Loggers and wood cutters
",419.25,368.57
3441,2025-2026,Jun,GUJARAT,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",331.04,292.22
3442,2025-2026,Jun,GUJARAT,Agriculture,"Packaging labourers, agriculture
",358.24,348.33
3443,2025-2026,Jun,GUJARAT,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",334.7,297.63
3444,2025-2026,Jun,GUJARAT,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",362.41,327.22
3445,2024-2025,Jun,GUJARAT,Agriculture,"Ploughing/Tilling workers",361.21,298.00
3446,2024-2025,Jun,GUJARAT,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",319.00,308.97
3447,2024-2025,Jun,GUJARAT,Agriculture,"Harvesting/Winnowing/Threshing workers
",324.83,320.50
3448,2024-2025,Jun,GUJARAT,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",316.60,314.60
3449,2024-2025,Jun,GUJARAT,Agriculture,"Horticulture workers (including nursery growers)
",238.57,235.00
3450,2024-2025,Jun,GUJARAT,Agriculture,"Fishermen-inland
",@,-
3451,2024-2025,Jun,GUJARAT,Agriculture,"Fishermen-coastal/deep-sea
",-,-
3452,2024-2025,Jun,GUJARAT,Agriculture,"Loggers and wood cutters
",393.46,@
3453,2024-2025,Jun,GUJARAT,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",273.18,@
3454,2024-2025,Jun,GUJARAT,Agriculture,"Packaging labourers, agriculture
",261.43,@
3455,2024-2025,Jun,GUJARAT,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",297.63,300.29
3456,2024-2025,Jun,GUJARAT,Agriculture,"Plant protection workers (applying pesticides, treating seeds, etc.
",298.33,-
3457,2024-2025,Jun,HARYANA,Agriculture,"Ploughing/Tilling workers",536.62,@
3458,2024-2025,Jun,HARYANA,Agriculture,"Sowing(including Planting/Transplanting/ Weeding) workers)
",542.33,504.45
3459,2024-2025,Jun,HARYANA,Agriculture,"Harvesting/Winnowing/Threshing workers
",547.09,507.80
3460,2024-2025,Jun,HARYANA,Agriculture,"Picking workers (including Tea, Cotton, Tobacco and other commercial crops)
",547.50,537.50
3461,2024-2025,Jun,HARYANA,Agriculture,"Horticulture workers (including nursery growers)
",@,@
3462,2024-2025,Jun,HARYANA,Agriculture,"Fishermen-inland
",-,-
3463,2024-2025,Jun,HARYANA,Agriculture,"Fishermen-coastal/deep-sea
",-,-
3464,2024-2025,Jun,HARYANA,Agriculture,"Loggers and wood cutters
",529.00,-
3465,2024-2025,Jun,HARYANA,Agriculture,"Animal husbandry workers (including poultry workers, dairy workers & herdsman)
",515.00,@
3466,2024-2025,Jun,HARYANA,Agriculture,"Packaging labourers, agriculture
",@,@
3467,2024-2025,Jun,HARYANA,Agriculture,"General agricultural labourers (including watering/irrigation workers, etc.)
",538.17,511.33
